Transaction_ID,Amount,Transaction_Type,Location,Time_of_Day,Account_Age_Months,Is_International,Fraud
1001,929.7389795489051,POS,India,Night,104,0,0
1002,2711.7952321548987,ATM,India,Evening,89,0,0
1003,4365.364450202659,Bank Transfer,Canada,Evening,6,1,0
1004,3662.463307615758,ATM,Germany,Afternoon,193,1,0
1005,4033.7729335679414,ATM,Canada,Evening,110,1,1
1006,3295.622916720033,Online,UK,Afternoon,208,1,0
1007,3462.921439766673,ATM,UK,Evening,188,1,0
1008,4246.73227956877,Online,Canada,Morning,112,1,0
1009,1252.0917042516337,POS,Germany,Afternoon,196,0,0
1010,2449.6776933974866,POS,Canada,Night,157,0,0
1011,1109.941161888913,Online,UK,Morning,166,1,0
1012,4938.4016999432515,ATM,Germany,Night,239,1,0
1013,4720.576401734634,Bank Transfer,UK,Evening,220,0,0
1014,201.93692278568696,Bank Transfer,Germany,Morning,150,1,0
1015,3529.347986715864,Online,Germany,Evening,127,1,0
1016,4626.615345491251,POS,Canada,Afternoon,136,0,0
1017,906.973848911031,POS,Canada,Night,63,0,0
1018,2841.886426610384,Bank Transfer,Canada,Evening,224,1,0
1019,4577.864046452269,Online,Germany,Night,225,1,0
1020,174.5601630360652,Bank Transfer,Germany,Night,141,0,0
1021,3488.6142348979656,ATM,UK,Evening,155,1,0
1022,1490.258291825891,ATM,India,Afternoon,146,0,0
1023,4622.358995905769,Online,Canada,Night,18,0,0
1024,4855.435934601012,Online,UK,Evening,77,1,0
1025,4721.611113121602,ATM,UK,Afternoon,214,0,0
1026,2373.7000122040317,POS,USA,Evening,190,0,0
1027,4310.90304169162,Online,Canada,Afternoon,142,0,0
1028,4223.524245682676,ATM,UK,Night,139,1,0
1029,1598.9068638500619,ATM,USA,Morning,103,1,0
1030,4145.4327933826335,POS,Canada,Evening,117,1,0
1031,189.85313540388563,POS,Germany,Night,214,0,0
1032,2983.368043017855,POS,USA,Evening,228,0,0
1033,1153.8941422520768,POS,Germany,Evening,17,1,0
1034,607.2315944575076,Bank Transfer,India,Afternoon,179,0,0
1035,389.38124213789973,POS,India,Evening,224,0,0
1036,3482.9624355113083,Bank Transfer,India,Afternoon,14,1,0
1037,1702.6754440214904,Online,India,Night,234,0,0
1038,3625.2100237861637,ATM,UK,Evening,57,0,0
1039,331.45492229071715,Bank Transfer,India,Night,93,0,0
1040,1579.8752374638987,Online,UK,Morning,134,0,0
1041,2699.7590054148095,Online,UK,Night,114,0,0
1042,3954.662208370623,Bank Transfer,Canada,Evening,185,0,0
1043,1597.1687521456893,Online,UK,Morning,132,1,0
1044,3131.3274253028603,Online,UK,Afternoon,139,1,0
1045,4430.458852439755,Bank Transfer,India,Morning,109,0,0
1046,3081.2366249706115,Online,UK,Evening,232,1,0
1047,1168.6325763944008,POS,Germany,Evening,202,1,0
1048,126.88190387490741,POS,India,Night,119,1,0
1049,4351.143875135145,ATM,USA,Afternoon,92,0,0
1050,111.24070719768376,Online,India,Evening,11,1,0
1051,4374.134855057576,ATM,UK,Evening,99,0,0
1052,2647.040984465924,POS,Germany,Afternoon,207,1,0
1053,4695.643154071917,POS,India,Afternoon,8,1,0
1054,3994.9222626894584,POS,Germany,Night,212,0,0
1055,4989.68088211402,Online,USA,Morning,114,1,0
1056,1756.8055181812922,Online,USA,Afternoon,187,0,0
1057,3837.105503210979,POS,Canada,Evening,149,1,0
1058,2012.6449134781647,ATM,Canada,Afternoon,65,1,0
1059,2401.978723418025,ATM,India,Evening,93,1,0
1060,3139.3897887757585,Bank Transfer,Canada,Night,152,1,0
1061,4369.017185360762,POS,Germany,Morning,158,0,0
1062,4920.496928650479,ATM,Canada,Night,104,0,0
1063,3842.5257022532683,POS,Germany,Afternoon,99,1,0
1064,2091.745076925832,ATM,Canada,Evening,225,0,0
1065,2109.6782263739656,Bank Transfer,Canada,Afternoon,84,1,0
1066,3689.223596436513,Bank Transfer,Canada,Afternoon,185,0,0
1067,1197.69184311267,POS,UK,Afternoon,208,0,0
1068,556.8181950913163,ATM,UK,Afternoon,73,0,0
1069,1776.3376774156789,Online,Canada,Morning,223,1,0
1070,1439.7587633121382,Bank Transfer,Germany,Evening,145,0,0
1071,1485.0590616776706,POS,India,Afternoon,59,0,0
1072,1171.8707164943,POS,USA,Evening,31,1,0
1073,215.25548223362762,ATM,UK,Morning,64,1,0
1074,94.28030399340199,POS,Canada,Evening,48,1,0
1075,4938.673336731477,Bank Transfer,USA,Evening,23,0,0
1076,2141.7268030106325,POS,UK,Morning,198,0,0
1077,1924.7116025626099,POS,India,Afternoon,158,0,0
1078,3399.838177051884,Online,Germany,Evening,55,0,0
1079,1095.1781698859954,Online,Canada,Night,7,0,0
1080,4750.056113831375,Bank Transfer,India,Evening,112,0,0
1081,3932.7933470056823,ATM,UK,Afternoon,232,1,0
1082,451.6079565497363,Online,Canada,Night,106,0,0
1083,2090.815975045717,ATM,USA,Afternoon,238,0,0
1084,4396.195946273013,Bank Transfer,Germany,Evening,203,0,0
1085,4723.936451345595,Online,UK,Morning,98,1,0
1086,2339.670548693099,ATM,Germany,Afternoon,12,0,0
1087,3068.989889107485,Online,Canada,Afternoon,60,1,0
1088,839.3345607299158,Bank Transfer,India,Morning,52,0,0
1089,4955.887287554197,Bank Transfer,Germany,Evening,237,1,0
1090,1162.2001484102998,Online,USA,Afternoon,239,1,0
1091,4713.945211804953,ATM,UK,Evening,155,1,0
1092,3249.9850117168803,POS,USA,Evening,140,0,0
1093,3040.6452904199014,POS,Germany,Evening,141,1,0
1094,2565.87911252746,Online,India,Morning,72,0,0
1095,1157.1957095302046,ATM,India,Evening,208,1,0
1096,886.7575198675138,POS,USA,Evening,190,0,0
1097,1106.328614305526,Bank Transfer,Canada,Night,125,1,0
1098,936.2591194105513,ATM,Canada,Night,157,1,0
1099,3899.024445465933,POS,India,Night,163,0,0
1100,1753.8756695378167,ATM,USA,Afternoon,60,1,0
1101,293.92416943416487,Online,USA,Afternoon,157,0,0
1102,4845.6676375533525,ATM,USA,Night,31,1,0
1103,4419.510495392311,POS,Germany,Morning,77,1,0
1104,4639.122654560088,Online,Canada,Morning,76,0,0
1105,4974.564574118945,ATM,Canada,Night,61,0,0
1106,873.606769851339,Bank Transfer,Germany,Afternoon,2,0,0
1107,1984.2288844187806,POS,UK,Afternoon,161,1,0
1108,3792.4011861419363,Online,Germany,Morning,200,0,1
1109,3481.6229871786923,ATM,USA,Evening,190,0,0
1110,773.710052167576,Bank Transfer,Germany,Morning,233,1,0
1111,4080.086459328136,POS,USA,Evening,121,0,0
1112,1126.08065632412,Bank Transfer,India,Afternoon,59,0,0
1113,1122.9689860390022,ATM,USA,Afternoon,40,1,1
1114,2687.1872423526006,ATM,Canada,Night,177,1,0
1115,2966.734974534307,Online,Germany,Afternoon,233,1,0
1116,2902.530608149867,Bank Transfer,USA,Evening,32,1,0
1117,461.9767528017856,Online,UK,Morning,38,1,0
1118,4387.91700883875,POS,India,Night,92,0,0
1119,1331.6722127305868,Online,UK,Evening,207,1,0
1120,651.9270318076068,POS,UK,Morning,215,1,0
1121,4444.296658945541,ATM,UK,Morning,88,1,0
1122,4778.479233657618,ATM,India,Morning,141,0,0
1123,4311.327448240926,Bank Transfer,India,Afternoon,85,0,0
1124,4048.532793250766,POS,India,Morning,182,0,0
1125,3277.9336932919136,ATM,India,Afternoon,76,0,0
1126,2756.532566192651,Bank Transfer,UK,Morning,128,1,0
1127,439.49886575749366,Bank Transfer,Canada,Morning,13,1,0
1128,2045.22379928814,Online,Canada,Afternoon,39,1,0
1129,1866.5791424765084,Bank Transfer,India,Afternoon,23,0,0
1130,1302.4701498828294,ATM,Germany,Evening,110,1,0
1131,3618.483467874482,Online,USA,Morning,107,0,0
1132,2481.8992967184604,POS,Germany,Afternoon,92,0,0
1133,409.82584845870144,POS,Germany,Evening,142,0,0
1134,1104.8150937393077,ATM,Germany,Evening,145,1,0
1135,3417.8775244796816,ATM,Canada,Afternoon,24,1,0
1136,385.2736431540494,Online,USA,Morning,186,1,0
1137,4256.778535673599,Online,Germany,Evening,191,1,0
1138,2478.2569024348018,ATM,India,Morning,34,0,0
1139,2405.5299537466067,ATM,Canada,Morning,179,1,0
1140,2964.0768843742903,POS,India,Evening,112,0,0
1141,4124.2814247961205,POS,India,Afternoon,214,0,0
1142,1742.3069934714542,POS,Germany,Morning,138,0,0
1143,3391.6906820325225,ATM,India,Night,118,0,0
1144,2830.831160158976,Bank Transfer,USA,Afternoon,200,0,0
1145,1338.8062094962595,ATM,India,Evening,149,0,0
1146,4393.756781844014,ATM,Germany,Night,165,0,0
1147,3988.142977926606,POS,India,Morning,7,1,0
1148,3293.966914118835,ATM,Canada,Afternoon,90,1,0
1149,4253.655736825738,Online,Canada,Night,13,0,0
1150,4337.134533794213,ATM,Canada,Afternoon,80,1,0
1151,3543.273068691599,ATM,UK,Morning,30,1,0
1152,4185.881575176541,ATM,Canada,Afternoon,159,1,0
1153,3488.8699510380716,ATM,Canada,Night,133,1,0
1154,3402.3031549427005,Bank Transfer,UK,Afternoon,160,0,0
1155,3094.9638341848454,ATM,Canada,Evening,16,1,0
1156,3764.819614590418,Online,Germany,Evening,239,0,0
1157,797.2325009389032,Online,Canada,Night,201,0,0
1158,4404.949442198647,ATM,Canada,Afternoon,150,1,0
1159,4359.858421087434,POS,UK,Night,192,1,0
1160,151.09017875762294,Bank Transfer,Germany,Afternoon,172,0,0
1161,4129.954669070989,ATM,India,Morning,40,0,0
1162,648.7049880298588,ATM,USA,Evening,237,1,0
1163,1678.9186770244137,ATM,Germany,Morning,37,1,0
1164,3718.823740176581,POS,India,Afternoon,78,0,0
1165,807.9956807612995,POS,Germany,Morning,16,1,0
1166,4090.7452854747157,POS,India,Night,43,0,0
1167,4161.510218898921,Bank Transfer,India,Night,212,0,0
1168,2539.8013301353767,Online,Germany,Afternoon,63,0,0
1169,36.897429225583736,Bank Transfer,UK,Evening,236,0,0
1170,1438.7554752086894,POS,Germany,Night,15,1,0
1171,3086.5499572868325,Online,Germany,Evening,172,0,0
1172,4906.02495924698,Online,India,Afternoon,218,0,0
1173,3160.9085674482585,POS,USA,Evening,137,1,0
1174,1302.718887415478,POS,India,Afternoon,65,1,0
1175,3171.8584869825586,Bank Transfer,Canada,Morning,227,0,0
1176,2702.226971680698,POS,Germany,Afternoon,44,1,0
1177,3900.3277487799623,Online,Germany,Morning,20,1,0
1178,539.3682909406573,ATM,UK,Afternoon,237,0,0
1179,3806.33437299763,POS,India,Night,119,1,0
1180,2708.626560487171,POS,UK,Night,198,1,0
1181,4815.145059275678,Bank Transfer,Germany,Evening,234,1,0
1182,1712.651469363237,Bank Transfer,India,Afternoon,202,1,0
1183,3164.946356204071,POS,India,Afternoon,112,1,0
1184,4660.480387022537,Online,Canada,Afternoon,123,0,0
1185,517.0360913134429,Online,Canada,Evening,161,1,0
1186,4686.456293746073,ATM,USA,Night,80,0,0
1187,3440.989182892563,POS,Canada,Afternoon,100,0,0
1188,343.84611023033364,Bank Transfer,India,Evening,6,1,0
1189,1508.313016899347,Online,Canada,Afternoon,83,1,0
1190,3542.3195827831814,ATM,USA,Morning,31,1,0
1191,341.4162543365146,POS,Germany,Afternoon,66,1,0
1192,2912.941448580485,Online,Canada,Morning,18,1,0
1193,1732.685869480019,POS,India,Evening,234,1,0
1194,3106.473011248548,POS,Germany,Evening,28,1,0
1195,233.4814588935017,Online,India,Night,68,1,0
1196,4358.32634673112,Online,Germany,Afternoon,193,1,0
1197,4867.577401041098,Online,India,Evening,239,1,0
1198,4844.544887152029,POS,Canada,Night,234,1,0
1199,3749.510899555909,POS,Canada,Afternoon,114,1,0
1200,654.7807694525067,ATM,USA,Evening,208,0,0
1201,3792.524663665468,Bank Transfer,Germany,Morning,173,1,0
1202,127.81164771171355,POS,USA,Evening,58,0,0
1203,115.50713988734128,Bank Transfer,UK,Morning,175,0,0
1204,1621.4330446519584,Online,Canada,Night,194,1,0
1205,2445.7727360713056,POS,Germany,Night,180,0,0
1206,3853.185051949927,ATM,USA,Afternoon,164,1,0
1207,3418.0604061494932,ATM,USA,Afternoon,129,1,0
1208,2232.284018351858,Bank Transfer,UK,Afternoon,39,0,0
1209,1371.765198076921,Online,USA,Night,215,1,1
1210,4985.636878287767,Bank Transfer,India,Morning,218,0,0
1211,2133.775604668685,Online,Canada,Afternoon,203,0,0
1212,2259.678186526729,ATM,USA,Afternoon,106,1,0
1213,822.3009868523876,Bank Transfer,USA,Night,1,0,0
1214,3975.073696005897,ATM,UK,Morning,75,0,0
1215,3469.9427177785356,ATM,India,Evening,88,1,0
1216,1107.744215879858,Online,USA,Afternoon,202,0,0
1217,416.4933228511343,Bank Transfer,Canada,Evening,142,1,0
1218,3404.094013863192,Bank Transfer,Canada,Evening,206,1,0
1219,3274.2835153342703,ATM,USA,Afternoon,199,1,0
1220,1369.9313373560556,ATM,India,Night,151,1,0
1221,4754.5634934408,Online,Canada,Afternoon,171,0,0
1222,759.5341694455967,POS,Canada,Morning,150,1,0
1223,2164.5123312077967,POS,India,Morning,60,0,0
1224,4718.361521237156,ATM,India,Afternoon,228,0,0
1225,2101.537948045981,POS,USA,Evening,155,1,0
1226,3194.437108582107,POS,Germany,Morning,184,1,0
1227,1990.9840178241575,POS,UK,Morning,130,1,0
1228,1374.7049357316068,POS,Germany,Afternoon,167,0,1
1229,4919.968351559342,ATM,Germany,Afternoon,179,1,0
1230,2049.62336154364,POS,Canada,Night,110,0,0
1231,4471.0255223772765,POS,India,Afternoon,19,1,0
1232,1153.6232564259756,Online,Canada,Afternoon,62,1,0
1233,1069.457996605291,ATM,UK,Morning,71,0,0
1234,160.51474400813424,Bank Transfer,USA,Morning,204,0,0
1235,3260.075792752546,Bank Transfer,UK,Morning,195,1,0
1236,1845.789086900187,Online,Canada,Evening,191,1,0
1237,4322.469457948987,Online,Canada,Morning,111,1,0
1238,2368.683483924328,ATM,Canada,Morning,133,0,0
1239,4841.126172434035,Bank Transfer,Canada,Afternoon,72,1,0
1240,931.6999509370901,POS,Germany,Night,78,1,0
1241,4343.772723938276,Online,USA,Morning,189,0,0
1242,3884.10127969475,Bank Transfer,Germany,Night,100,1,0
1243,3855.7546139970395,ATM,Canada,Morning,71,0,0
1244,4224.692224443854,POS,India,Morning,7,0,0
1245,3806.3148347602796,ATM,Germany,Night,50,1,0
1246,3132.9705065489197,Online,Canada,Afternoon,46,1,0
1247,660.5681640235259,Bank Transfer,Canada,Morning,224,0,0
1248,167.46826655880332,Bank Transfer,USA,Night,72,0,0
1249,4604.634999839356,Bank Transfer,UK,Morning,76,1,0
1250,3085.1683210310866,Bank Transfer,Germany,Evening,74,0,0
1251,3983.703768426001,POS,Germany,Evening,142,0,0
1252,2410.2041458051876,POS,Germany,Evening,73,1,0
1253,590.9544038671604,ATM,Canada,Evening,102,0,0
1254,630.3030320517395,POS,USA,Afternoon,94,0,0
1255,3429.398609708712,Online,Canada,Evening,69,0,0
1256,2154.377945022816,Online,Canada,Night,65,0,0
1257,1006.6210098681819,Bank Transfer,India,Morning,193,0,0
1258,2460.514760973477,Online,USA,Night,185,0,0
1259,325.72364069029476,ATM,Germany,Evening,62,1,0
1260,2911.9471525624217,POS,UK,Afternoon,20,1,0
1261,1348.6220551533129,POS,Germany,Evening,203,1,0
1262,3988.807707682755,POS,Canada,Evening,154,1,0
1263,1555.257984823251,Online,USA,Afternoon,44,0,0
1264,2278.824644663597,POS,USA,Afternoon,195,1,0
1265,63.044596840962676,Bank Transfer,USA,Afternoon,198,0,0
1266,366.8722045338216,Bank Transfer,India,Afternoon,62,1,0
1267,1965.5053142513907,Bank Transfer,Germany,Afternoon,107,0,0
1268,2402.2944794120317,Online,India,Afternoon,125,1,0
1269,3002.1026378559222,POS,UK,Morning,45,0,0
1270,1461.8545806529696,Online,Canada,Evening,11,1,0
1271,3476.43452120208,POS,India,Evening,200,1,0
1272,4301.311373960077,ATM,India,Afternoon,221,1,0
1273,3900.3556895222823,ATM,Canada,Night,202,1,0
1274,202.89603261504394,Online,USA,Afternoon,162,1,0
1275,2405.1322015528553,Bank Transfer,Canada,Morning,88,0,0
1276,529.1262411987834,Online,Germany,Night,46,1,0
1277,1214.0148542333247,Bank Transfer,Canada,Morning,112,0,0
1278,4933.379653369397,POS,USA,Night,81,1,0
1279,716.7652367930585,Bank Transfer,Canada,Night,32,1,0
1280,2496.9463264895235,Bank Transfer,India,Afternoon,203,1,0
1281,3092.6878929190048,POS,UK,Morning,98,0,0
1282,3513.8125278677994,ATM,India,Night,216,1,0
1283,2800.4451740171357,POS,UK,Morning,5,1,0
1284,53.80538285882238,Online,Canada,Afternoon,191,0,0
1285,1635.6742346787394,Online,Germany,Afternoon,29,0,0
1286,2590.9696587066337,Online,Canada,Afternoon,48,0,0
1287,443.89316322844263,Online,USA,Afternoon,226,0,0
1288,1756.3815213898579,Online,Canada,Evening,16,1,0
1289,170.849528412876,ATM,UK,Night,153,0,0
1290,397.49959328932863,ATM,India,Evening,229,0,0
1291,1987.6317646269724,Bank Transfer,Germany,Afternoon,72,1,0
1292,667.9151914450864,Online,Canada,Night,29,0,0
1293,2839.866537066483,POS,Canada,Night,180,0,0
1294,3448.8775208406423,Online,India,Morning,46,0,0
1295,4003.930562049869,ATM,Germany,Afternoon,153,1,0
1296,1004.7504700028264,Online,Canada,Evening,234,0,0
1297,841.5754983840534,ATM,Canada,Morning,23,0,0
1298,527.3163624703293,Bank Transfer,UK,Night,162,0,0
1299,3183.9690964704655,Bank Transfer,UK,Evening,195,1,0
1300,3533.8462538020713,Bank Transfer,USA,Afternoon,94,1,0
1301,162.77279340408197,ATM,India,Evening,114,0,0
1302,4681.380169987231,Online,Germany,Evening,34,1,0
1303,264.5965618391047,Online,Canada,Evening,160,0,0
1304,2708.775194828847,POS,Canada,Morning,117,1,0
1305,3546.7572946573273,ATM,USA,Night,29,1,0
1306,4355.490773111697,POS,Canada,Evening,9,0,0
1307,3571.8642260014767,Bank Transfer,India,Night,194,0,1
1308,4009.6317749336104,Online,USA,Morning,185,0,0
1309,1700.5537117513163,ATM,India,Afternoon,39,1,0
1310,4075.0514431638285,POS,USA,Afternoon,135,0,1
1311,405.1736576914523,POS,Canada,Evening,110,1,0
1312,4474.609197022335,POS,USA,Morning,69,1,0
1313,2740.2239188879125,Online,UK,Afternoon,136,0,0
1314,4087.402360962656,Online,Germany,Morning,96,1,0
1315,2264.329831168909,Online,Canada,Morning,119,1,0
1316,3219.6705875066423,ATM,Germany,Evening,118,0,0
1317,2634.3812913758857,Online,Canada,Evening,18,1,0
1318,3659.2896611678825,ATM,Germany,Morning,102,1,0
1319,412.74176024279495,POS,UK,Morning,110,0,0
1320,306.4586595328662,POS,Germany,Evening,82,0,0
1321,1239.2806538806815,Bank Transfer,USA,Morning,177,0,0
1322,801.9256771653758,Online,Germany,Evening,105,1,0
1323,4359.558915128047,POS,Canada,Night,237,1,0
1324,1099.9738668534314,Online,India,Morning,16,1,0
1325,4879.446952816561,ATM,Germany,Evening,21,0,1
1326,1687.7944798966787,POS,Germany,Morning,138,1,0
1327,914.6789888650529,Online,Germany,Evening,106,1,0
1328,3949.5440431766833,POS,Canada,Morning,132,1,1
1329,3295.245338626876,POS,Germany,Afternoon,44,0,0
1330,2493.4876036834294,Online,Canada,Afternoon,123,0,0
1331,2779.040936933468,POS,Canada,Morning,136,0,0
1332,3597.412882469958,POS,India,Afternoon,111,1,0
1333,1146.131432949837,POS,USA,Morning,117,1,0
1334,4981.687910703426,POS,Canada,Morning,126,0,0
1335,4874.091844923182,ATM,UK,Night,183,0,0
1336,3253.3768033029496,POS,Germany,Night,19,1,0
1337,1001.7145423910799,Bank Transfer,UK,Afternoon,239,0,0
1338,3402.7400709443,POS,Germany,Night,64,1,0
1339,365.63105285098334,Online,India,Night,40,0,0
1340,158.1092485180013,Bank Transfer,Canada,Morning,232,0,0
1341,1292.1260281135123,ATM,USA,Evening,51,0,0
1342,2315.801668912885,Bank Transfer,Canada,Morning,137,1,0
1343,4342.021164514861,Bank Transfer,Germany,Night,158,0,0
1344,3637.2095034827084,Bank Transfer,USA,Morning,56,1,0
1345,3714.8190733939055,Online,Canada,Afternoon,81,0,0
1346,2130.3392055681365,Online,USA,Evening,232,0,0
1347,1732.9452877720798,Online,Germany,Night,172,1,0
1348,1858.3386211080906,ATM,India,Night,187,1,0
1349,4938.309570861609,Online,India,Morning,143,0,0
1350,205.34541110535,Online,Canada,Morning,196,1,0
1351,4335.822323131631,Bank Transfer,UK,Morning,70,0,0
1352,2895.483665819105,Online,Germany,Morning,128,1,0
1353,2195.8840188520044,POS,Canada,Night,126,1,0
1354,3627.6620137736068,Online,Canada,Morning,61,0,0
1355,2435.9113624163906,ATM,India,Night,80,0,0
1356,4367.749074217894,ATM,USA,Morning,218,1,0
1357,4504.0058107362365,POS,Germany,Evening,121,1,0
1358,2111.49602973291,ATM,USA,Evening,101,0,0
1359,1387.7548471890825,ATM,Germany,Morning,151,1,1
1360,2963.789891323844,Bank Transfer,UK,Morning,77,1,0
1361,4562.254911355371,POS,India,Afternoon,175,1,0
1362,1057.2576340833045,Bank Transfer,UK,Evening,145,1,0
1363,3116.7180848995963,Bank Transfer,Canada,Night,185,0,0
1364,3159.64329936214,Online,India,Evening,126,0,0
1365,3666.8995469643287,POS,Canada,Night,182,1,1
1366,662.1805872106627,Online,UK,Morning,219,1,0
1367,3580.5456985870323,Online,Germany,Evening,180,0,0
1368,4545.617440724876,Bank Transfer,Canada,Evening,22,1,0
1369,902.5171288068586,ATM,USA,Afternoon,229,1,0
1370,1191.5289079947688,POS,Germany,Afternoon,83,1,0
1371,4857.11849473799,ATM,Germany,Evening,167,1,0
1372,908.9798787839014,Bank Transfer,UK,Evening,227,1,0
1373,4272.653541381048,Bank Transfer,UK,Evening,141,0,0
1374,2463.9278929579336,Bank Transfer,India,Night,78,1,0
1375,1239.9192166438693,Bank Transfer,India,Morning,95,1,0
1376,4354.395756856195,Bank Transfer,USA,Afternoon,109,1,0
1377,2229.299748738314,Bank Transfer,Germany,Morning,194,0,0
1378,2576.5126828788025,ATM,USA,Afternoon,110,1,0
1379,1799.3706801518297,Online,USA,Afternoon,52,1,0
1380,2966.7895029174624,ATM,UK,Afternoon,103,0,0
1381,821.8017435621887,POS,USA,Evening,101,0,0
1382,1958.4522755755447,ATM,USA,Afternoon,142,0,0
1383,4847.214550064761,Bank Transfer,Canada,Morning,201,0,0
1384,1294.376496342132,ATM,India,Afternoon,202,1,0
1385,3285.3996393837547,Online,India,Morning,63,1,0
1386,1629.3243708023508,POS,Germany,Afternoon,199,1,1
1387,3868.4982628045705,ATM,India,Afternoon,28,0,0
1388,658.7139352881574,Online,Germany,Evening,238,1,0
1389,4849.256120167331,ATM,Canada,Morning,217,0,0
1390,2271.6787592112782,POS,India,Afternoon,46,0,0
1391,1184.0720644155874,ATM,Canada,Afternoon,28,1,0
1392,372.11625291341323,Bank Transfer,India,Morning,2,0,0
1393,852.940735912266,ATM,India,Afternoon,127,0,0
1394,2601.2708730373083,Online,Canada,Night,17,1,0
1395,1688.330866274275,ATM,USA,Evening,59,1,0
1396,4145.272412583634,Online,USA,Morning,180,0,0
1397,2157.2831806907207,POS,USA,Evening,132,1,0
1398,1247.3277915752114,ATM,USA,Night,77,1,0
1399,3087.63920808713,POS,India,Night,210,0,0
1400,3535.352198342802,POS,UK,Night,131,0,0
1401,839.3743299652446,ATM,Canada,Morning,115,1,0
1402,842.2579853601467,Online,UK,Night,165,1,0
1403,188.17377753304714,POS,UK,Morning,97,0,0
1404,3683.3280652528742,POS,Germany,Morning,105,1,0
1405,3320.7036154709162,ATM,USA,Afternoon,24,0,0
1406,2375.78122437032,ATM,India,Morning,200,0,0
1407,4221.63139260114,ATM,USA,Night,35,1,0
1408,4029.3224139855156,ATM,USA,Morning,2,1,0
1409,2928.845050161777,ATM,UK,Morning,33,1,0
1410,4342.015046163727,Bank Transfer,Germany,Evening,76,1,0
1411,1033.1768441336574,ATM,USA,Night,86,1,0
1412,564.0384988916508,Online,Canada,Morning,205,0,0
1413,1352.3993095273631,POS,Canada,Afternoon,138,1,0
1414,290.14884616612767,Online,USA,Morning,81,0,0
1415,2658.191792365155,Online,UK,Morning,62,1,0
1416,4683.345433013333,Bank Transfer,UK,Evening,43,0,0
1417,201.5209856392057,ATM,India,Night,197,1,0
1418,614.9390204800839,POS,Germany,Night,121,1,0
1419,2263.734146275759,Online,UK,Afternoon,59,0,0
1420,4669.705712551885,ATM,India,Afternoon,9,1,0
1421,1584.1997443588689,ATM,Canada,Afternoon,77,1,0
1422,2538.6378693985203,Bank Transfer,Canada,Morning,188,0,0
1423,212.65643095670853,Bank Transfer,Canada,Morning,63,0,0
1424,745.9742888056338,Bank Transfer,USA,Afternoon,52,0,0
1425,4933.21746417944,POS,Germany,Night,23,1,0
1426,4825.7678886980475,Online,India,Night,30,0,0
1427,29.67520476737603,Bank Transfer,Germany,Afternoon,171,0,0
1428,4759.299868189079,Bank Transfer,USA,Evening,196,1,0
1429,3197.4040893884244,Bank Transfer,India,Night,21,1,0
1430,4340.25188112751,Online,India,Night,43,1,0
1431,2276.4255788911264,Online,UK,Afternoon,201,1,0
1432,2580.402162753355,Bank Transfer,Germany,Night,135,1,0
1433,2446.7886683833162,Bank Transfer,Germany,Morning,16,1,0
1434,3335.986966442791,ATM,UK,Morning,23,0,0
1435,702.558017507783,Bank Transfer,Canada,Night,186,0,0
1436,154.7180814140264,POS,USA,Morning,87,1,0
1437,1543.1100582479987,POS,Germany,Evening,31,0,0
1438,3524.8804098695505,Bank Transfer,UK,Night,121,0,0
1439,1013.257993354127,Online,India,Afternoon,69,0,0
1440,3368.795004457962,ATM,UK,Morning,134,0,0
1441,4849.710670305816,Online,Canada,Evening,115,1,0
1442,474.03407536814484,Bank Transfer,USA,Evening,193,1,0
1443,3364.647580534506,POS,Canada,Morning,59,0,0
1444,2221.532345426333,ATM,India,Evening,156,1,0
1445,4341.370560615639,Online,India,Night,146,0,0
1446,889.8631982896926,Online,India,Evening,216,0,0
1447,3464.666631369692,Bank Transfer,India,Morning,77,1,0
1448,4191.38587179231,ATM,UK,Evening,225,0,0
1449,4723.348026272746,POS,India,Morning,138,1,0
1450,3417.823901306781,Bank Transfer,India,Morning,7,1,0
1451,2488.3879462220943,ATM,UK,Evening,37,1,0
1452,3091.1469648050634,Online,India,Morning,224,1,0
1453,4345.1803974711975,Bank Transfer,Canada,Morning,173,1,0
1454,2855.1956844609545,Online,Canada,Afternoon,86,1,0
1455,156.78336318570013,Online,Germany,Night,16,1,0
1456,4655.0887340573545,Bank Transfer,Canada,Morning,216,1,0
1457,3449.186121402648,Bank Transfer,USA,Night,116,1,0
1458,3384.1843619573465,Bank Transfer,USA,Afternoon,118,0,0
1459,1082.2973862265974,Bank Transfer,USA,Afternoon,14,1,0
1460,3296.1329238121225,Bank Transfer,UK,Afternoon,139,0,0
1461,1972.3527062425217,Online,Canada,Afternoon,211,1,0
1462,3257.908720322253,POS,USA,Night,87,0,0
1463,537.4321863884137,POS,Germany,Evening,162,1,0
1464,3290.937296492165,Bank Transfer,UK,Evening,188,1,0
1465,4997.071560224479,Online,Germany,Night,104,1,0
1466,245.81913410847736,POS,Canada,Morning,141,0,1
1467,4885.98505018548,POS,India,Night,167,0,0
1468,2037.5052638107386,POS,Germany,Morning,44,1,0
1469,4354.413484434609,Online,India,Morning,28,0,0
1470,3913.015492871076,Bank Transfer,UK,Evening,168,1,0
1471,2837.2462236284055,Bank Transfer,Germany,Afternoon,16,0,0
1472,3693.553800210376,Bank Transfer,Germany,Evening,50,0,1
1473,4393.185228700233,ATM,UK,Evening,115,0,0
1474,2023.6809066469098,ATM,UK,Night,156,1,0
1475,1638.5306420083773,ATM,USA,Night,68,0,0
